Id,StarbucksId,Name,BrandName,StoreNumber,PhoneNumber,OwnershipType,Street1,Street2,Street3,City,CountrySubdivisionCode,CountryCode,PostalCode,Longitude,Latitude,TimezoneOffset,TimezoneId,TimezoneOlsonId,FirstSeen,LastSeen
9dc167b9-3c1e-4e04-978a-38fa17847369,1008642,60th & Columbia,Starbucks,22003-216444,5032821807,CO,6020 NE Columbia Blvd,,,Portland,OR,US,97218,-122.60,45.57,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,5/30/2014 12:00:00 AM,2/3/2017 12:00:00 AM
3a5ffd7e-f4cc-4701-9c89-3905d9353497,14506,Benson Plaza,Starbucks,322-98484,425-235-7948,CO,17901 108th Ave SE,,,Renton,WA,US,980556446,-122.20,47.44,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
75afde44-5802-4adc-8ce8-39141ea0b9a7,1013863,82nd & King,Starbucks,24937-228204,5039430589,CO,10413 SE 82nd Avenue,Suite A,,Portland,OR,US,970862311,-122.58,45.45,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/15/2015 12:00:00 AM,2/3/2017 12:00:00 AM
c8f1fe2d-5703-4ab5-9314-3a4edf5e8aa7,1015640,Bothell Everett Hwy & 220th St SE,Starbucks,28907-249306,4253753059,CO,22020 17th Ave SE,,,Bothell,WA,US,980218435,-122.21,47.80,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,8/19/2016 12:00:00 AM,2/3/2017 12:00:00 AM
df73b08a-308a-4f3a-a3ab-3a4f99b36261,8566,Safeway - Lincoln City #415,Starbucks,74987-104321,541-994-8667,LS,4101 Logan Rd,,,Lincoln City,OR,US,973675056,-124.01,45.00,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
74089720-dcbb-4e16-bcb3-3a6438d55c22,12942,Grand & Broadway,Starbucks,3714-12516,503-281-3395,CO,1621 NE Grand Avenue,,,Portland,OR,US,972321154,-122.66,45.53,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
f8dc6e94-081d-49ea-bfcf-3b159b06948b,8207,Safeway - Newcastle #558,Starbucks,74472-94738,425-641-0902,LS,6911 Coal Creek Pkwy SE,,,Newcastle,WA,US,980593136,-122.17,47.54,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
3e952426-f04c-4c4c-9a73-3bbe0dca323b,9191,Safeway-Bremerton #1524,Starbucks,74314-75585,360-373-8911,LS,1401 NE McWilliams Rd,,,Bremerton,WA,US,983113149,-122.63,47.62,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
e5b3db60-ae6b-4b4e-9e42-3c6288d7ca88,8330,First & Main St. - Hillsboro,Starbucks,9498-94401,503-846-9299,CO,102 E. Main St.,,503-846-9299,Hillsboro,OR,US,971234028,-122.99,45.52,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
bc0fbdf7-948e-4d75-a59d-3caac227acc8,8124,Safeway - Aberdeen #1546,Starbucks,74905-100333,360-533-1955,LS,221 W Heron St,,,Aberdeen,WA,US,985206224,-123.82,46.97,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
b312ec9d-5115-49e3-ae4b-3d1e43a61954,8532,QFC - Northgate #866,Starbucks,79289-98129,206-361-4849,LS,11100 Roosevelt Way NE,,,Seattle,WA,US,981256234,-122.32,47.71,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
a511d567-5790-4a6f-b902-3d8cd8f44621,17981,QFC - Seattle/Uptown #881,Starbucks,79485-102667,,LS,500 Mercer Avenue,,,Seattle,WA,US,981094654,-122.35,47.62,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
500dfc17-6d15-4696-87c1-3d9743eed1fd,11038,Safeway - Bellevue #1600,Starbucks,79751-101070,425-749-3885,LS,300 Bellevue Way NE,,,Bellevue,WA,US,980045718,-122.20,47.61,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
c133c15a-f7d4-4106-86fe-3dd03555e5ee,17922,QFC - Belfair #101,Starbucks,79438-106828,360-275-2050,LS,NE 201 State Route 300,,,Belfair,WA,US,985289403,-122.83,47.45,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
7e15e3a5-5144-4a26-9535-3de8b399fedf,12728,1200 Westlake Ave,Starbucks,2810-89320,206-216-0306,CO,1200 Westlake Ave N,,,Seattle,WA,US,981093543,-122.34,47.63,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
4ca717e5-a8cc-487e-8b52-3defa6324534,7086,Bridle Trails Center- Kirkland,Starbucks,10766-1694,425-881-8265,CO,6617 132nd Ave NE,,Bridle Trails Shopping Center,Kirkland,WA,US,980338627,-122.17,47.67,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
5b177812-d007-483b-948f-3e63204a07da,1012177,Fred Meyer Store #126,Starbucks,26999-237452,541-474-7200,LS,1101 Grants Pass Pkwy,,,Grants Pass,OR,US,97526,-123.32,42.43,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,7/1/2015 12:00:00 AM,2/3/2017 12:00:00 AM
631c0815-0784-4c73-b719-3e84e25e8966,14801,Klahanie Village,Starbucks,3221-1031,425/392-1768,CO,4566 Klahanie Dr. S.E.,,,Issaquah,WA,US,980295812,-122.00,47.57,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
e22c233e-7306-46f8-b8e3-3f884eb65892,12217,Milwaukie Marketplace,Starbucks,3374-67080,503/652-7962,CO,10826 SE Oak Street,,Milwaukie Marketplace,Milwaukie,OR,US,972226694,-122.63,45.44,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
42587948-ddaa-4d8e-a1ab-3f8fa3c6e420,15247,McLoughlin Blvd & Dunes Dr,Starbucks,498-52140,503/723-2833,CO,1900 SE McLoughlin Blvd,,Oregon City Shopping Center,Oregon City,OR,US,97045,-122.60,45.37,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
51d31600-de40-45f8-b6a4-3f9c78f74932,13703,Safeway-Kent #1294,Starbucks,74473-94736,253-852-4454,LS,210 Washington Ave S,,,Kent,WA,US,980325721,-122.25,47.38,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
c4c653cc-ae91-4b17-876c-400538d10367,16741,Glisan Avenue,Starbucks,435-149,(503) 239-5275,CO,4500 NE Glisan,,,Portland,OR,US,972132333,-122.62,45.53,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
77ae5a10-f99b-4d2e-9b68-4063a64d7ef6,1013218,U of O Erb Memorial Student Union,Starbucks,25591-240768,541-521-8584,CO,1395 University St.,,,Eugene,OR,US,97403,-123.07,44.04,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,9/23/2015 12:00:00 AM,2/3/2017 12:00:00 AM
fe9ade92-c077-4076-ba97-4072b4994903,1015512,Safeway - Tacoma #3305,Starbucks,47603-258968,253-535-2033,LS,15805 PACIFIC AVE S,,,TACOMA,WA,US,98444,-122.43,47.11,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,8/16/2016 12:00:00 AM,2/3/2017 12:00:00 AM
52f44777-734d-44a3-87bb-409d216b8503,13400,Albertsons 596 @ West Union,Starbucks,73438-22008,503-533-5998,LS,18425 NW West Union Rd,,,Portland,OR,US,972292119,-122.87,45.56,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
5fd769a7-010c-4b2b-a082-40a9ffaec8e3,11677,Queen Anne,Starbucks,314-8,(206) 301-9477,CO,2135 Queen Anne Ave N,,,Seattle,WA,US,981092310,-122.36,47.64,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
a1737dfb-82e0-44aa-9e95-4166c0197b6c,15669,Valley River Center,Starbucks,3367-63119,541/683-7474,CO,1079A Valley River Way,,Valley River Center,Eugene,OR,US,974012102,-123.10,44.07,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
2c322d82-ce7e-432a-8b88-41716509c641,11173,South Mercer Island,Starbucks,3310-18667,206-275-1097,CO,8415 SE 68th Street,Suite 100,,Mercer Island,WA,US,980405248,-122.23,47.54,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
ac197e3e-d0a3-4664-a50a-42179356eac7,1008959,MLK & Multnomah,Starbucks,21935-209067,503-313-9945,CO,1017 NE MLK Blvd,Retail-2 Rm-160,,Portland,OR,US,97232,-122.66,45.53,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,9/15/2015 12:00:00 AM,2/3/2017 12:00:00 AM
c180810e-5715-4378-b9d3-4241225dd48a,10423,QFC-Vancouver #212 (Riverstone),Starbucks,79402-103071,360-253-3016,LS,3505 SE 192nd Ave,,,Vancouver,WA,US,986831436,-122.48,45.59,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
8c1e57b0-cdb1-409b-a734-42b964dcd5fb,8208,Safeway-Edmonds #1297,Starbucks,74849-98387,425-778-1411,LS,23632 SR-99,,,Edmonds,WA,US,98026,-122.34,47.78,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
35aa1363-ebfd-4f6e-a66a-433ac73f809b,9699,Sumner,Starbucks,9410-96548,253-863-9256,CO,15005 Main Street East,101,,Sumner,WA,US,983903644,-122.23,47.20,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
42dfd804-996e-4a3d-868b-433f8f7f6a6a,6685,Cedar Plaza- Mountlake Terrace,Starbucks,11742-103412,425-672-4254,CO,22805 44th Ave W.,,,Mountlake Terrace,WA,US,980435032,-122.29,47.79,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
3cfdaaa4-a53c-4773-8029-43b8174e06c6,11962,South Salem,Starbucks,429-166,(503) 391-7193,CO,3405 Commercial St SE,s-100,,Salem,OR,US,973023864,-123.04,44.91,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
1f947d5b-0d5a-4f42-8eaa-43f069ae781d,91390,College & Pacific - Lacey,Starbucks,17936-170385,360-456-1891,CO,1110 College Street SE,,,Lacey,WA,US,98503,-122.82,47.04,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
563c76f3-c35e-4d6d-82f2-44ccfab7b538,7687,Safeway-Springfield #1094,Starbucks,79768-127826,541-747-0715,LS,1891 Pioneer Pkwy E,,,Springfield,OR,US,974773935,-123.02,44.06,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
0f4366d9-4164-4e3b-a70c-44e0f7948fbf,8316,Fred Meyer - Bellevue #23,Starbucks,72918-92406,425-865-8560,LS,2041 148th NE,,,Bellevue,WA,US,980073788,-122.14,47.63,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
5a068bfb-8472-4343-ba35-454af80cb0a8,10053,Sylvan Retail- Portland,Starbucks,11200-104422,503-292-1691,CO,1850 SW Skyline Blvd,,,Portland,OR,US,972212535,-122.73,45.51,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
d6bf9ba8-2419-4f71-af0e-4550d37f7a52,7854,NE Airport Way & 122nd- Portland,Starbucks,11545-104200,503 252-3880,CO,12518 NE Airport Way,,,Portland,OR,US,972301000,-122.53,45.56,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
3f648bf9-5861-4eeb-a4de-45596aef09e3,14198,Broadway & Everett Ave,Starbucks,332-94100,425-259-4561,CO,2615 Broadway,,,Everett,WA,US,982013044,-122.20,47.98,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
80e94f10-6e5d-4ff2-9a3d-458947c53147,15242,Scholls Ferry/Tigard,Starbucks,447-896,(503) 579-2333,CO,12700 SW Dakota,#120,Scholls Center,Tigard,OR,US,972230802,-122.81,45.44,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
a85cc334-7f52-4498-890c-45a4e90e918a,68814,Safeway-Bothell #1864,Starbucks,79794-84473,425-482-2767,LS,24040 Bothell-Everett Hwy,,,Bothell,WA,US,980219358,-122.21,47.78,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
7d5608f7-f6be-465f-86ce-45b07851e52b,1009360,Westlake and Mercer,Starbucks,23730-232404,2066434723,CO,515 Westlake Ave N,,,Seattle,WA,US,981094304,-122.34,47.62,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,10/7/2016 12:00:00 AM,2/3/2017 12:00:00 AM
fd52e7d8-8ea1-4869-9733-45f82dcce779,8314,QFC - Redmond Ridge #878,Starbucks,79242-98130,425-636-0420,LS,23475 NE Novelty Hill Rd,,,Redmond,WA,US,980535501,-122.03,47.70,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
9b2222c1-8713-47f9-82d9-46835d9c7ed9,13041,Trent & Argonne,Starbucks,3230-842,509-922-8675,CO,8901 E Trent,Suite 114,,Spokane Valley,WA,US,992122376,-117.28,47.68,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
76cf36b3-0f27-4e07-92dd-46dd9a38b06d,18615,The Lodge,Starbucks,13009-108563,425-452-5534,CO,545 BELLEVUE SQUARE,,,Bellevue,WA,US,98004,-122.20,47.62,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
c8b7ae44-7e5c-471d-b3ca-4702d48e61d2,10545,Safeway - Battle Ground #4313,Starbucks,79736-103811,,LS,904 West Main Street,,,Battle Ground,WA,US,986049112,-122.55,45.78,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
49ef6e3d-c70c-4ab4-b30a-4748d40d4cee,1006545,23rd & Union - Tacoma,Starbucks,19673-139604,2532720849,CO,3401 S 23rd St,,,Tacoma,WA,US,98405,-122.48,47.24,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,1/12/2014 12:00:00 AM,2/3/2017 12:00:00 AM
cf49feb4-604b-4595-81d6-4759302f428f,1013434,Fred Meyer - Mill Creek #458,Starbucks,26749-101217,425-357-2000,LS,12906 Bothell-Everett Highway,,,Everett,WA,US,98208,-122.21,47.88,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,11/18/2015 12:00:00 AM,2/3/2017 12:00:00 AM
13dcd2a9-23e3-477b-844e-47997ab1890f,7031,QFC - Issaquah #821,Starbucks,79327-100351,425-392-4475,LS,1540 NW Gilman Blvd,,,Issaquah,WA,US,980275309,-122.06,47.55,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
1f012ebc-5df3-490c-ae43-48558bec9fe6,7327,James Tower,Starbucks,75364-102761,206-325-6750,LS,550 17th Ave,,,Seattle,WA,US,981225788,-122.31,47.61,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
0b3380cb-d80e-4919-a4e7-48b0ea6a0d3c,8661,Lancaster & Silverton - Salem,Starbucks,14370-108622,503/391-7334,CO,3270 Lancaster Dr. NE,,,Salem,OR,US,973051352,-122.98,44.97,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
1b12f957-0120-4cea-b6d8-4912cabcb324,13995,Safeway-Tacoma #1437,Starbucks,74408-87986,253-471-1630,LS,1302 S 38th St,,,Tacoma,WA,US,984183919,-122.45,47.22,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
798d4489-fe74-4aa4-9416-4963aed00a86,12517,SE 27th - Mercer Island,Starbucks,3393-76582,206-275-3115,CO,7620 SE 27th St,,,Mercer Island,WA,US,980402805,-122.24,47.59,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
91e6b4b3-4f85-4ef4-8d1f-497756ebd9c4,8949,1609 West Dravus,Starbucks,3329-20339,206-285-6230,CO,1607 West Dravus Street,,,Seattle,WA,US,981191720,-122.38,47.65,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
45df7cd4-113d-48e5-94be-498fc07135ba,13416,Tigard Marketplace,Starbucks,3366-51021,503/598-0638,CO,13560 SW Pacific Hwy,,Tigard Marketplace,Tigard,OR,US,972234833,-122.78,45.42,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
dc22ec0e-238d-42d4-b6d7-49ed0d15cce2,14634,Wallace & Glen Creek- Salem,Starbucks,9611-96899,503-362-2119,CO,1124 Wallace Rd NW,105,,Salem,OR,US,973043191,-123.05,44.95,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
bcc1840b-7a66-4535-9099-49f39e96324d,10825,Safeway-Tacoma #486,Starbucks,74960-90744,253-565-6215,LS,3842 Bridgeport Way W.,,,Tacoma,WA,US,984664427,-122.54,47.22,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
d2b6aef9-c0dd-41f2-b101-49f637fe08fa,15232,Juanita Village,Starbucks,372-64400,425-825-7372,CO,9721 NE 119th Way,,Juanita Village,Kirkland,WA,US,980348955,-122.21,47.71,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
63e77262-3ecd-43df-b33f-4a23442fa93f,14124,Safeway-Pullman #2639,Starbucks,74404-92180,509-334-0803,LS,430 SE Bishop Blvd,,,Pullman,WA,US,991635503,-117.18,46.72,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
48d3e3da-7b6e-471a-b3ab-4a668dc31060,8036,Safeway - Tacoma #1436,Starbucks,74826-99752,253-537-2124,LS,1624 72nd St E,,,Tacoma,WA,US,984045401,-122.41,47.19,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
022363d4-d5f2-482d-ad07-4aeceb3d6da7,1009779,Standard Plaza - Portland,Starbucks,24166-236326,5032244001,CO,1100 SW 6th Ave,1105,,Portland,OR,US,97204,-122.68,45.52,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,9/13/2014 12:00:00 AM,2/3/2017 12:00:00 AM
50a8cef8-5b00-40dc-be4e-4b729da16fb5,12764,Safeway-Portland #2448,Starbucks,74421-82462,503-205-1849,LS,1030 SW Jefferson,,,Portland,OR,US,972013449,-122.68,45.52,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
e68d4af8-726b-40f6-8fc1-4b8637e2fdde,14940,9th & Taylor,Starbucks,3301-12515,503-295-0404,CO,906 SW Taylor Street,,,Portland,OR,US,972052501,-122.68,45.52,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
9ff48315-42e2-402b-9325-4bf4a56f9166,8565,Fred Meyer-Medford #195,Starbucks,79353-103328,541-779-6158,LS,2424 Crater Lake Highway,,,Medford,OR,US,975044181,-122.87,42.35,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
3f6bfc06-5f20-498a-be36-4c4b547eec57,16927,Valley Mall Pkwy & 5th St NE,Starbucks,3350-39559,509-886-4778,CO,500 A Valley Mall Parkway,,The Valley Mall Plaza,East Wenatchee,WA,US,988023812,-120.29,47.41,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
e20448f4-fdbf-4515-986c-4c6040577f2c,18611,15th Ave E,Starbucks,5184-148704,206323-1568,CO,328 15th Ave E,,,Seattle,WA,US,981125103,-122.31,47.62,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
0336d4a6-5273-4b9c-9dd0-4ce93c8e2c7d,10205,Bales Thriftway Farmington,Starbucks,79457-101211,503-649-8597,LS,17675 SW Farmington Rd,,,Aloha,OR,US,970073208,-122.86,45.48,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
61ec7939-c8fb-4810-ac94-4cf7caaced20,18348,Safeway - Port Angeles #1922,Starbucks,79652-104215,,LS,2709 E. HIGHWAY 101,,,Port Angeles,WA,US,983628767,-123.38,48.11,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
90484a1c-041a-4e92-a2d6-4d2d0745e038,1005920,Target Bellevue T-339,Starbucks,20879-208264,425-562-0830,LS,4053 Factoria Square Mall SE,,,Bellevue,WA,US,98006,-122.17,47.57,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
d5c3bea3-b66e-4a86-b5a0-4dc8b0484660,1007575,QFC-Enumclaw #863,Starbucks,22703-138544,360-825-5155,LS,1009 Monroe St,,,Enumclaw,WA,US,980222993,-121.99,47.20,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2015 12:00:00 AM,2/3/2017 12:00:00 AM
65a448d6-377f-4e41-b883-4dda3f46b277,92471,"18th and Andresen- Vancouver,WA",Starbucks,17940-153464,3608828474,CO,2265 NE Andresen Rd.,Suite 104,,Vancouver,WA,US,98661,-122.60,45.64,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
5ef0c0ac-e153-4f06-b87d-4e589b13765a,8209,Safeway-Everett #1484,Starbucks,74694-94732,425-258-3552,LS,4128 Rucker Ave,,,Everett,WA,US,982032211,-122.21,47.96,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
62c178e2-bae8-4e1f-800f-4e752afd340b,6953,Safeway - Port Townsend #538,Starbucks,74267-130085,360-385-2806,LS,442 W Sims Way,,,Port Townsend,WA,US,983681811,-122.78,48.11,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
7d4c74ec-8027-462e-87b7-4eaa902b679f,1011547,Target Medford T-613,Starbucks,24908-237594,541-779-0856,LS,2000 Crater Lake Hwy,,,Medford,OR,US,97504,-122.88,42.35,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,5/20/2015 12:00:00 AM,2/3/2017 12:00:00 AM
59ae5f6e-438a-49a3-84fb-4ec0048bd66c,17188,PDX D 4,Starbucks,75917-104380,503-281-4086,LS,"7000 NE Airport Way, MB#23",,,Portland,OR,US,972181031,-122.59,45.59,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
be88655e-5229-43f8-af76-4f20dbe0d8a6,8883,Safeway-La Grande #1827,Starbucks,74262-69540,541-663-2700,LS,2111 Adams Ave,,,La Grande,OR,US,978502921,-118.08,45.32,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
945d41e3-0846-4a51-8a56-4fca29e1f409,15762,Fred Meyer-Brookings #30,Starbucks,72947-94717,541-4691610,LS,325 5th St,,,Brookings,OR,US,974159658,-124.29,42.05,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
8fb869dd-1ca3-4b4c-9ed0-50c2075d7d6d,18278,Hwy 62 & Delta Waters - Medford,Starbucks,14320-112784,541-773-5746,CO,1730 Delta Waters Rd,102,,Medford,OR,US,975049174,-122.86,42.36,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
8912ef28-0582-4ba5-b5de-50dd323a3711,8726,MLK Way,Starbucks,3302-12330,206-721-1543,CO,2921 Martin Luther King Jr. Wy,,,Seattle,WA,US,981446005,-122.30,47.58,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
c5b4181f-a2ce-4d56-bd51-50dd69555d2f,15234,Downtown Olympia,Starbucks,381-207,(360) 753-7771,CO,550 Capital Way South,Space C,,Olympia,WA,US,98501,-122.90,47.04,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
a6e10e27-b704-497c-acdb-515ce394c71d,9070,University Way,Starbucks,305-71,(206) 634-1390,CO,4555 University Wy NE,,,Seattle,WA,US,981054510,-122.31,47.66,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
ff29bf9a-ee7e-4574-933e-5164f740791f,12319,E. Olive Way,Starbucks,3281-6226,206-568-5185,CO,1600 E Olive Wy,,,Seattle,WA,US,981025613,-122.32,47.62,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
